file_name,real_age,gender_male
000192.jpg_face.jpg,6,1
000193.jpg_face.jpg,63,1
000194.jpg_face.jpg,21,0
000195.jpg_face.jpg,26,1
000196.jpg_face.jpg,17,0
000197.jpg_face.jpg,22,0
000198.jpg_face.jpg,17,0
000199.jpg_face.jpg,24,1
000200.jpg_face.jpg,15,1
000201.jpg_face.jpg,33,1
000202.jpg_face.jpg,16,0
000203.jpg_face.jpg,12,0
000204.jpg_face.jpg,16,1
000205.jpg_face.jpg,34,1
000206.jpg_face.jpg,44,0
000207.jpg_face.jpg,28,1
000208.jpg_face.jpg,18,1
000209.jpg_face.jpg,16,0
000210.jpg_face.jpg,45,0
000211.jpg_face.jpg,19,0
000212.jpg_face.jpg,15,0
000213.jpg_face.jpg,15,0
000214.jpg_face.jpg,34,1
000215.jpg_face.jpg,17,1
000216.jpg_face.jpg,49,0
000217.jpg_face.jpg,7,1
000218.jpg_face.jpg,8,0
000219.jpg_face.jpg,23,1
000220.jpg_face.jpg,24,0
000221.jpg_face.jpg,41,0
000222.jpg_face.jpg,56,1
000223.jpg_face.jpg,18,0
000224.jpg_face.jpg,60,0
000225.jpg_face.jpg,29,0
000226.jpg_face.jpg,25,0
000227.jpg_face.jpg,30,1
000228.jpg_face.jpg,50,1
000229.jpg_face.jpg,49,0
000230.jpg_face.jpg,58,1
000231.jpg_face.jpg,30,0
000232.jpg_face.jpg,28,1
000233.jpg_face.jpg,6,1
000234.jpg_face.jpg,25,1
000235.jpg_face.jpg,4,0
000236.jpg_face.jpg,6,1
000237.jpg_face.jpg,37,0
000238.jpg_face.jpg,1,1
000239.jpg_face.jpg,30,0
000240.jpg_face.jpg,26,1
000241.jpg_face.jpg,30,1
000242.jpg_face.jpg,30,0
000243.jpg_face.jpg,17,0
000244.jpg_face.jpg,48,1
000245.jpg_face.jpg,32,0
000246.jpg_face.jpg,18,1
000247.jpg_face.jpg,28,1
000248.jpg_face.jpg,15,1
000249.jpg_face.jpg,11,1
000250.jpg_face.jpg,10,0
000251.jpg_face.jpg,1,1
000252.jpg_face.jpg,30,0
000253.jpg_face.jpg,19,0
000254.jpg_face.jpg,53,1
000255.jpg_face.jpg,80,1
000256.jpg_face.jpg,39,1
000257.jpg_face.jpg,13,1
000258.jpg_face.jpg,7,1
000259.jpg_face.jpg,34,0
000260.jpg_face.jpg,15,0
000261.jpg_face.jpg,27,0
000262.jpg_face.jpg,31,1
000263.jpg_face.jpg,30,1
000264.jpg_face.jpg,16,0
000265.jpg_face.jpg,52,1
000266.jpg_face.jpg,16,0
000267.jpg_face.jpg,18,0
000268.jpg_face.jpg,28,0
000269.jpg_face.jpg,15,1
000270.jpg_face.jpg,16,1
000271.jpg_face.jpg,40,0
000272.jpg_face.jpg,17,1
000273.jpg_face.jpg,19,0
000274.jpg_face.jpg,44,1
000275.jpg_face.jpg,24,0
000276.jpg_face.jpg,50,1
000277.jpg_face.jpg,32,0
000278.jpg_face.jpg,43,1
000279.jpg_face.jpg,3,1
000280.jpg_face.jpg,30,1
000281.jpg_face.jpg,70,0
000282.jpg_face.jpg,26,1
000283.jpg_face.jpg,26,0
000284.jpg_face.jpg,19,0
000285.jpg_face.jpg,50,0
000286.jpg_face.jpg,41,0
000287.jpg_face.jpg,25,0
000288.jpg_face.jpg,50,1
000289.jpg_face.jpg,25,1
000290.jpg_face.jpg,50,0
000291.jpg_face.jpg,51,1
000292.jpg_face.jpg,40,0
000293.jpg_face.jpg,45,1
000294.jpg_face.jpg,9,0
000295.jpg_face.jpg,34,0
000296.jpg_face.jpg,30,0
000297.jpg_face.jpg,13,0
000298.jpg_face.jpg,44,0
000299.jpg_face.jpg,17,1
000300.jpg_face.jpg,31,0
000301.jpg_face.jpg,25,1
000302.jpg_face.jpg,33,0
000303.jpg_face.jpg,18,0
000304.jpg_face.jpg,6,1
000305.jpg_face.jpg,30,1
000306.jpg_face.jpg,27,0
000307.jpg_face.jpg,26,0
000308.jpg_face.jpg,16,0
000309.jpg_face.jpg,26,1
000310.jpg_face.jpg,23,0
000311.jpg_face.jpg,70,1
000312.jpg_face.jpg,2,0
000313.jpg_face.jpg,60,0
000314.jpg_face.jpg,26,1
000315.jpg_face.jpg,18,0
000316.jpg_face.jpg,14,0
000317.jpg_face.jpg,35,1
000318.jpg_face.jpg,18,1
000319.jpg_face.jpg,26,1
000320.jpg_face.jpg,18,0
000321.jpg_face.jpg,34,1
000322.jpg_face.jpg,65,0
000323.jpg_face.jpg,1,1
000324.jpg_face.jpg,70,1
000325.jpg_face.jpg,35,0
000326.jpg_face.jpg,1,1
000327.jpg_face.jpg,13,0
000328.jpg_face.jpg,19,0
000329.jpg_face.jpg,18,0
000330.jpg_face.jpg,59,1
000331.jpg_face.jpg,15,0
000332.jpg_face.jpg,16,1
000333.jpg_face.jpg,50,0
000334.jpg_face.jpg,19,0
000335.jpg_face.jpg,4,1
000336.jpg_face.jpg,30,0
000337.jpg_face.jpg,58,1
000338.jpg_face.jpg,36,1
000339.jpg_face.jpg,22,1
000340.jpg_face.jpg,21,1
000341.jpg_face.jpg,23,1
000342.jpg_face.jpg,25,1
000343.jpg_face.jpg,14,0
000344.jpg_face.jpg,14,1
000345.jpg_face.jpg,29,0
000346.jpg_face.jpg,14,0
000347.jpg_face.jpg,30,0
000348.jpg_face.jpg,53,1
000349.jpg_face.jpg,55,1
000350.jpg_face.jpg,26,0
000351.jpg_face.jpg,30,1
000352.jpg_face.jpg,41,1
000353.jpg_face.jpg,48,1
000354.jpg_face.jpg,44,1
000355.jpg_face.jpg,22,1
000356.jpg_face.jpg,25,0
000357.jpg_face.jpg,7,0
000358.jpg_face.jpg,27,1
000359.jpg_face.jpg,30,1
000360.jpg_face.jpg,5,0
000361.jpg_face.jpg,23,1
000362.jpg_face.jpg,2,1
000363.jpg_face.jpg,26,0
000364.jpg_face.jpg,15,0
000365.jpg_face.jpg,33,1
000366.jpg_face.jpg,15,0
000367.jpg_face.jpg,47,1
000368.jpg_face.jpg,45,0
000369.jpg_face.jpg,25,0
000370.jpg_face.jpg,40,1
000371.jpg_face.jpg,26,0
000372.jpg_face.jpg,63,0
000373.jpg_face.jpg,1,1
000374.jpg_face.jpg,43,1
000375.jpg_face.jpg,35,1
000376.jpg_face.jpg,1,1
000377.jpg_face.jpg,39,1
000378.jpg_face.jpg,13,0
000379.jpg_face.jpg,48,1
000380.jpg_face.jpg,28,1
000381.jpg_face.jpg,35,0
000382.jpg_face.jpg,27,0
000383.jpg_face.jpg,25,1
000384.jpg_face.jpg,16,0
000385.jpg_face.jpg,58,0
000386.jpg_face.jpg,20,1
000387.jpg_face.jpg,35,1
000388.jpg_face.jpg,23,0
000389.jpg_face.jpg,68,1
000390.jpg_face.jpg,18,1
000391.jpg_face.jpg,11,1
000392.jpg_face.jpg,14,0
000393.jpg_face.jpg,26,0
000394.jpg_face.jpg,26,1
000395.jpg_face.jpg,25,1
000396.jpg_face.jpg,5,0
000397.jpg_face.jpg,4,0
000398.jpg_face.jpg,40,1
000399.jpg_face.jpg,26,1
000400.jpg_face.jpg,47,0
000401.jpg_face.jpg,15,1
000402.jpg_face.jpg,51,1
000403.jpg_face.jpg,43,0
000404.jpg_face.jpg,41,1
000405.jpg_face.jpg,25,1
000406.jpg_face.jpg,26,1
000407.jpg_face.jpg,22,1
000408.jpg_face.jpg,27,1
000409.jpg_face.jpg,10,1
000410.jpg_face.jpg,25,1
000411.jpg_face.jpg,16,1
000412.jpg_face.jpg,64,1
000413.jpg_face.jpg,44,1
000414.jpg_face.jpg,36,1
000415.jpg_face.jpg,37,1
000416.jpg_face.jpg,47,0
000417.jpg_face.jpg,51,0
000418.jpg_face.jpg,9,1
000419.jpg_face.jpg,41,1
000420.jpg_face.jpg,25,1
000421.jpg_face.jpg,15,1
000422.jpg_face.jpg,25,1
000423.jpg_face.jpg,14,1
000424.jpg_face.jpg,19,0
000425.jpg_face.jpg,17,1
000426.jpg_face.jpg,30,1
000427.jpg_face.jpg,45,0
000428.jpg_face.jpg,21,0
000429.jpg_face.jpg,34,1
000430.jpg_face.jpg,32,1
000431.jpg_face.jpg,28,1
000432.jpg_face.jpg,34,0
000433.jpg_face.jpg,44,1
000434.jpg_face.jpg,25,1
000435.jpg_face.jpg,67,1
000436.jpg_face.jpg,19,1
000437.jpg_face.jpg,56,1
000438.jpg_face.jpg,4,0
000439.jpg_face.jpg,31,0
000440.jpg_face.jpg,37,1
000441.jpg_face.jpg,62,0
000442.jpg_face.jpg,5,0
000443.jpg_face.jpg,15,0
000444.jpg_face.jpg,2,0
000445.jpg_face.jpg,41,1
000446.jpg_face.jpg,29,1
000447.jpg_face.jpg,13,0
000448.jpg_face.jpg,1,1
000449.jpg_face.jpg,38,1
000450.jpg_face.jpg,44,0
000451.jpg_face.jpg,24,1
000452.jpg_face.jpg,5,1
000453.jpg_face.jpg,33,1
000454.jpg_face.jpg,25,0
000455.jpg_face.jpg,16,1
000456.jpg_face.jpg,50,1
000457.jpg_face.jpg,40,1
000458.jpg_face.jpg,40,0
000459.jpg_face.jpg,1,1
000460.jpg_face.jpg,25,0
000461.jpg_face.jpg,60,0
000462.jpg_face.jpg,1,1
000463.jpg_face.jpg,21,1
000464.jpg_face.jpg,18,0
000465.jpg_face.jpg,23,1
000466.jpg_face.jpg,20,0
000467.jpg_face.jpg,32,0
000468.jpg_face.jpg,19,0
000469.jpg_face.jpg,49,1
000470.jpg_face.jpg,35,1
000471.jpg_face.jpg,1,1
000472.jpg_face.jpg,65,1
000473.jpg_face.jpg,19,0
000474.jpg_face.jpg,2,1
000475.jpg_face.jpg,16,1
000476.jpg_face.jpg,40,0
000477.jpg_face.jpg,23,1
000478.jpg_face.jpg,37,1
000479.jpg_face.jpg,50,0
000480.jpg_face.jpg,26,0
000481.jpg_face.jpg,56,1
000482.jpg_face.jpg,1,1
000483.jpg_face.jpg,8,1
000484.jpg_face.jpg,17,0
000485.jpg_face.jpg,24,1
000486.jpg_face.jpg,25,1
000487.jpg_face.jpg,24,0
000488.jpg_face.jpg,26,0
000489.jpg_face.jpg,18,0
000490.jpg_face.jpg,23,1
000491.jpg_face.jpg,26,1
000492.jpg_face.jpg,17,0
000493.jpg_face.jpg,54,1
000494.jpg_face.jpg,38,1
000495.jpg_face.jpg,33,1
000496.jpg_face.jpg,41,1
000497.jpg_face.jpg,2,0
000498.jpg_face.jpg,38,1
000499.jpg_face.jpg,29,1
000500.jpg_face.jpg,55,1
000501.jpg_face.jpg,50,1
000502.jpg_face.jpg,19,1
000503.jpg_face.jpg,19,0
000504.jpg_face.jpg,30,1
000505.jpg_face.jpg,34,0
000506.jpg_face.jpg,17,1
000507.jpg_face.jpg,22,1
000508.jpg_face.jpg,30,1
000509.jpg_face.jpg,14,1
000510.jpg_face.jpg,28,1
000511.jpg_face.jpg,23,0
000512.jpg_face.jpg,67,1
000513.jpg_face.jpg,27,0
000514.jpg_face.jpg,34,0
000515.jpg_face.jpg,70,0
000516.jpg_face.jpg,27,1
000517.jpg_face.jpg,14,1
000518.jpg_face.jpg,40,0
000519.jpg_face.jpg,20,0
000520.jpg_face.jpg,16,0
000521.jpg_face.jpg,15,1
000522.jpg_face.jpg,45,0
000523.jpg_face.jpg,2,1
000524.jpg_face.jpg,28,0
000525.jpg_face.jpg,39,1
000526.jpg_face.jpg,23,1
000527.jpg_face.jpg,28,1
000528.jpg_face.jpg,56,1
000529.jpg_face.jpg,2,0
000530.jpg_face.jpg,40,1
000531.jpg_face.jpg,2,1
000532.jpg_face.jpg,27,1
000533.jpg_face.jpg,80,0
000534.jpg_face.jpg,60,0
000535.jpg_face.jpg,22,1
000536.jpg_face.jpg,17,1
000537.jpg_face.jpg,19,0
000538.jpg_face.jpg,32,1
000539.jpg_face.jpg,45,1
000540.jpg_face.jpg,19,0
000541.jpg_face.jpg,20,0
000542.jpg_face.jpg,37,1
000543.jpg_face.jpg,27,1
000544.jpg_face.jpg,15,1
000545.jpg_face.jpg,52,1
000546.jpg_face.jpg,47,0
000547.jpg_face.jpg,35,1
000548.jpg_face.jpg,17,0
000549.jpg_face.jpg,33,1
000550.jpg_face.jpg,22,0
000551.jpg_face.jpg,59,1
000552.jpg_face.jpg,16,1
000553.jpg_face.jpg,15,0
000554.jpg_face.jpg,57,1
000555.jpg_face.jpg,28,0
000556.jpg_face.jpg,26,0
000557.jpg_face.jpg,44,1
000558.jpg_face.jpg,21,0
000559.jpg_face.jpg,48,1
000560.jpg_face.jpg,60,0
000561.jpg_face.jpg,34,1
000562.jpg_face.jpg,19,0
000563.jpg_face.jpg,5,1
000564.jpg_face.jpg,3,0
000565.jpg_face.jpg,16,1
000566.jpg_face.jpg,28,0
000567.jpg_face.jpg,33,1
000568.jpg_face.jpg,35,1
000569.jpg_face.jpg,49,0
000570.jpg_face.jpg,40,1
000571.jpg_face.jpg,26,1
000572.jpg_face.jpg,24,1
000573.jpg_face.jpg,32,0
000574.jpg_face.jpg,22,0
000575.jpg_face.jpg,9,0
000576.jpg_face.jpg,42,1
000577.jpg_face.jpg,30,1
000578.jpg_face.jpg,26,0
000579.jpg_face.jpg,33,0
000580.jpg_face.jpg,7,0
000581.jpg_face.jpg,18,1
000582.jpg_face.jpg,24,1
000583.jpg_face.jpg,18,0
000584.jpg_face.jpg,31,1
000585.jpg_face.jpg,17,0
000586.jpg_face.jpg,47,1
000587.jpg_face.jpg,17,0
000588.jpg_face.jpg,36,0
000589.jpg_face.jpg,16,0
000590.jpg_face.jpg,50,1
000591.jpg_face.jpg,26,0
000592.jpg_face.jpg,16,1
000593.jpg_face.jpg,6,0
000594.jpg_face.jpg,25,1
000595.jpg_face.jpg,4,0
000596.jpg_face.jpg,20,1
000597.jpg_face.jpg,49,0
000598.jpg_face.jpg,40,0
000599.jpg_face.jpg,5,0
000600.jpg_face.jpg,32,0
000601.jpg_face.jpg,75,1
000602.jpg_face.jpg,9,0
000603.jpg_face.jpg,20,0
000604.jpg_face.jpg,30,1
000605.jpg_face.jpg,24,0
000606.jpg_face.jpg,29,1
000607.jpg_face.jpg,19,0
000608.jpg_face.jpg,30,0
000609.jpg_face.jpg,7,1
000610.jpg_face.jpg,14,1
000611.jpg_face.jpg,49,1
000612.jpg_face.jpg,17,1
000613.jpg_face.jpg,70,1
000614.jpg_face.jpg,10,1
000615.jpg_face.jpg,5,0
000616.jpg_face.jpg,7,0
000617.jpg_face.jpg,47,0
000618.jpg_face.jpg,29,0
000619.jpg_face.jpg,18,0
000620.jpg_face.jpg,52,0
000621.jpg_face.jpg,28,1
000622.jpg_face.jpg,61,1
000623.jpg_face.jpg,23,1
000624.jpg_face.jpg,23,1
000625.jpg_face.jpg,40,1
000626.jpg_face.jpg,35,0
000627.jpg_face.jpg,19,1
000628.jpg_face.jpg,41,0
000629.jpg_face.jpg,31,1
000630.jpg_face.jpg,22,0
000631.jpg_face.jpg,40,1
000632.jpg_face.jpg,33,1
000633.jpg_face.jpg,22,0
000634.jpg_face.jpg,4,0
000635.jpg_face.jpg,21,1
000636.jpg_face.jpg,20,0
000637.jpg_face.jpg,27,1
000638.jpg_face.jpg,30,1
000639.jpg_face.jpg,20,1
000640.jpg_face.jpg,4,1
000641.jpg_face.jpg,22,1
000642.jpg_face.jpg,18,1
000643.jpg_face.jpg,29,1
000644.jpg_face.jpg,17,1
000645.jpg_face.jpg,1,0
000646.jpg_face.jpg,30,0
000647.jpg_face.jpg,21,1
000648.jpg_face.jpg,47,0
000649.jpg_face.jpg,42,0
000650.jpg_face.jpg,28,1
000651.jpg_face.jpg,48,1
000652.jpg_face.jpg,32,0
000653.jpg_face.jpg,18,1
000654.jpg_face.jpg,69,1
000655.jpg_face.jpg,25,1
000656.jpg_face.jpg,25,0
000657.jpg_face.jpg,16,0
000658.jpg_face.jpg,18,0
000659.jpg_face.jpg,4,0
000660.jpg_face.jpg,19,0
000661.jpg_face.jpg,28,1
000662.jpg_face.jpg,25,0
000663.jpg_face.jpg,34,0
000664.jpg_face.jpg,34,1
000665.jpg_face.jpg,24,1
000666.jpg_face.jpg,32,0
000667.jpg_face.jpg,1,1
000668.jpg_face.jpg,27,0
000669.jpg_face.jpg,47,1
000670.jpg_face.jpg,60,1
000671.jpg_face.jpg,35,1
000672.jpg_face.jpg,25,0
000673.jpg_face.jpg,44,0
000674.jpg_face.jpg,1,1
000675.jpg_face.jpg,42,0
000676.jpg_face.jpg,63,1
000677.jpg_face.jpg,20,0
000678.jpg_face.jpg,52,1
000679.jpg_face.jpg,42,1
000680.jpg_face.jpg,27,1
000681.jpg_face.jpg,28,0
000682.jpg_face.jpg,9,1
000683.jpg_face.jpg,23,1
000684.jpg_face.jpg,6,0
000685.jpg_face.jpg,59,1
000686.jpg_face.jpg,25,0
000687.jpg_face.jpg,12,0
000688.jpg_face.jpg,48,0
000689.jpg_face.jpg,48,0
000690.jpg_face.jpg,40,0
000691.jpg_face.jpg,35,1
000692.jpg_face.jpg,23,1
000693.jpg_face.jpg,34,1
000694.jpg_face.jpg,30,0
000695.jpg_face.jpg,49,1
000696.jpg_face.jpg,18,1
000697.jpg_face.jpg,20,0
000698.jpg_face.jpg,3,0
000699.jpg_face.jpg,3,0
000700.jpg_face.jpg,25,1
000701.jpg_face.jpg,29,1
000702.jpg_face.jpg,16,0
000703.jpg_face.jpg,34,0
000704.jpg_face.jpg,5,0
000705.jpg_face.jpg,40,1
000706.jpg_face.jpg,37,1
000707.jpg_face.jpg,5,1
000708.jpg_face.jpg,30,0
000709.jpg_face.jpg,29,1
000710.jpg_face.jpg,32,0
000711.jpg_face.jpg,22,0
000712.jpg_face.jpg,30,1
000713.jpg_face.jpg,48,1
000714.jpg_face.jpg,19,0
000715.jpg_face.jpg,17,1
000716.jpg_face.jpg,10,1
000717.jpg_face.jpg,53,1
000718.jpg_face.jpg,26,0
000719.jpg_face.jpg,19,0
000720.jpg_face.jpg,54,1
000721.jpg_face.jpg,21,0
000722.jpg_face.jpg,11,0
000723.jpg_face.jpg,51,0
000724.jpg_face.jpg,48,1
000725.jpg_face.jpg,31,1
000726.jpg_face.jpg,12,0
000727.jpg_face.jpg,18,1
000728.jpg_face.jpg,12,1
000729.jpg_face.jpg,1,0
000730.jpg_face.jpg,2,1
000731.jpg_face.jpg,21,1
000732.jpg_face.jpg,23,1
000733.jpg_face.jpg,18,1
000734.jpg_face.jpg,13,1
000735.jpg_face.jpg,18,1
000736.jpg_face.jpg,28,0
000737.jpg_face.jpg,17,0
000738.jpg_face.jpg,41,0
000739.jpg_face.jpg,25,0
000740.jpg_face.jpg,33,1
000741.jpg_face.jpg,18,1
000742.jpg_face.jpg,4,1
000743.jpg_face.jpg,30,1
000744.jpg_face.jpg,32,0
000745.jpg_face.jpg,34,1
000746.jpg_face.jpg,58,1
000747.jpg_face.jpg,21,0
000748.jpg_face.jpg,35,0
000749.jpg_face.jpg,30,0
000750.jpg_face.jpg,7,1
000751.jpg_face.jpg,35,0
000752.jpg_face.jpg,14,0
000753.jpg_face.jpg,4,0
000754.jpg_face.jpg,22,0
000755.jpg_face.jpg,47,1
000756.jpg_face.jpg,5,0
000757.jpg_face.jpg,16,0
000758.jpg_face.jpg,24,1
000759.jpg_face.jpg,30,1
000760.jpg_face.jpg,26,0
000761.jpg_face.jpg,39,0
000762.jpg_face.jpg,6,0
000763.jpg_face.jpg,26,0
000764.jpg_face.jpg,16,0
000765.jpg_face.jpg,42,0
000766.jpg_face.jpg,38,0
000767.jpg_face.jpg,50,0
000768.jpg_face.jpg,33,1
000769.jpg_face.jpg,19,1
000770.jpg_face.jpg,14,0
000771.jpg_face.jpg,27,0
000772.jpg_face.jpg,20,1
000773.jpg_face.jpg,1,0
000774.jpg_face.jpg,26,1
000775.jpg_face.jpg,29,0
000776.jpg_face.jpg,20,0
000777.jpg_face.jpg,29,0
000778.jpg_face.jpg,15,0
000779.jpg_face.jpg,90,1
000780.jpg_face.jpg,7,1
000781.jpg_face.jpg,34,1
000782.jpg_face.jpg,34,1
000783.jpg_face.jpg,20,0
000784.jpg_face.jpg,57,1
000785.jpg_face.jpg,21,1
000786.jpg_face.jpg,35,0
000787.jpg_face.jpg,31,0
000788.jpg_face.jpg,27,1
000789.jpg_face.jpg,34,0
000790.jpg_face.jpg,24,0
000791.jpg_face.jpg,15,1
000792.jpg_face.jpg,60,0
000793.jpg_face.jpg,20,0
000794.jpg_face.jpg,27,0
000795.jpg_face.jpg,13,0
000796.jpg_face.jpg,24,1
000797.jpg_face.jpg,16,1
000798.jpg_face.jpg,20,1
000799.jpg_face.jpg,23,0
000800.jpg_face.jpg,1,1
000801.jpg_face.jpg,43,0
000802.jpg_face.jpg,25,1
000803.jpg_face.jpg,2,1
000804.jpg_face.jpg,34,1
000805.jpg_face.jpg,39,1
000806.jpg_face.jpg,45,1
000807.jpg_face.jpg,50,1
000808.jpg_face.jpg,27,0
000809.jpg_face.jpg,25,1
000810.jpg_face.jpg,29,1
000811.jpg_face.jpg,27,0
000812.jpg_face.jpg,36,0
000813.jpg_face.jpg,35,0
000814.jpg_face.jpg,25,1
000815.jpg_face.jpg,40,0
000816.jpg_face.jpg,40,0
000817.jpg_face.jpg,60,1
000818.jpg_face.jpg,32,0
000819.jpg_face.jpg,30,1
000820.jpg_face.jpg,17,0
000821.jpg_face.jpg,23,1
